"Gene","p_value","log2FC","pct.1","pct.2","q_value","neg_log10_p","Classification"
"Slc7a1",5.3110314505782e-245,-2.99446206173704,0.066,0.28,1.16794892629665e-240,239.932576148245,"DOWN"
"Cadps",1.62703664035603e-243,1.58360588332231,0.419,0.114,3.57801627580694e-239,238.44635768823,"UP"
"Peli2",9.17390328058478e-243,1.27092354447545,0.381,0.084,2.0174330704334e-238,237.69520086435,"UP"
"Lpgat1",5.65653866821676e-242,1.86487853923098,0.398,0.107,1.24392941852755e-237,236.905204261135,"UP"
"Trim9",7.57177306013042e-242,2.46925150322439,0.343,0.071,1.66510861365328e-237,236.778557432565,"UP"
"Gal3st1",1.49225499114908e-241,3.69193229087106,0.24,0.011,3.28161795103594e-237,236.483911981301,"UP"
"Prr5l",3.24389791705313e-241,3.00886282530683,0.397,0.127,7.13365590939153e-237,236.146687842609,"UP"
"Nbea",5.75080875828798e-241,0.947108670594448,0.717,0.381,1.26466035403511e-236,235.89802609597,"NO"
"Add1",1.99981184799597e-240,1.12668180732345,0.555,0.212,4.39778623492793e-236,235.356765884399,"UP"
"Adam22",2.7891802999193e-240,1.06357115996083,0.399,0.092,6.13368639755253e-236,235.212278432347,"UP"
"Atp1a2",3.96197552383643e-240,1.5885815030334,0.423,0.123,8.7127803744687e-236,235.059843233212,"UP"
"H19",6.70757976803903e-240,-6.27369466048811,0.003,0.149,1.47506386678946e-235,234.831189175351,"DOWN"
"Ntm",7.30760539148091e-240,1.95021028313272,0.565,0.262,1.60701550164057e-235,234.793979933912,"UP"
"Phlpp1",4.65977534724923e-239,1.39547704365275,0.729,0.421,1.02473119661358e-234,233.989390042059,"UP"
"Mal",7.17888382087277e-239,4.26719096602661,0.233,0.01,1.57870834104813e-234,233.801698096447,"UP"
"Rora",3.17434972850757e-238,1.56726467244985,0.667,0.369,6.980712487961e-234,233.156100248752,"UP"
"Ank",3.64328929511954e-238,1.13112408814801,0.531,0.195,8.01195748889739e-234,233.09626136372,"UP"
"Ndrg2",6.39583717611013e-238,2.49553637298394,0.289,0.038,1.40650855339838e-233,232.851857622416,"UP"
"Ninj2",2.02431907698292e-237,2.85667345623405,0.285,0.038,4.45168008219314e-233,232.351476053576,"UP"
"Pacs2",2.15280700710724e-237,1.46958581606127,0.43,0.128,4.73423788932954e-233,232.324749923123,"UP"
"Ablim2",2.25370281459309e-236,2.1305501342969,0.339,0.069,4.95611785957167e-232,231.30485837438,"UP"
"Serpine2",1.23349228212984e-235,2.26180076793826,0.28,0.033,2.71257287763172e-231,230.566618584967,"UP"
"Tsc22d4",4.61073121882185e-235,1.58929479092194,0.357,0.077,1.01394590233111e-230,229.993985215561,"UP"
"Ttll5",9.93605107919821e-235,1.63602292092943,0.413,0.119,2.18503699282648e-230,229.660541205996,"UP"
"Apc",1.00971430445145e-234,0.897070257079317,0.632,0.274,2.22046272691919e-230,229.653556512573,"NO"
"Rnf130",2.52328868259349e-234,1.16751869167221,0.448,0.135,5.54896414189135e-230,229.255788081643,"UP"
"Bcas1",3.6386070377268e-234,2.11772237360875,0.501,0.205,8.001660736665e-230,229.096819866268,"UP"
"Ntrk2",5.65938849057648e-234,1.62083263219201,0.435,0.134,1.24455612296267e-229,228.904985514207,"UP"
"Mta3",2.09222224486552e-233,1.19622317192461,0.447,0.133,4.60100593868377e-229,228.337147206175,"UP"
"Pcmtd1",9.34734187453132e-233,0.997783331529171,0.449,0.131,2.05557395162818e-228,227.687066894361,"NO"
"Txndc16",4.76530436465531e-232,1.38864549617648,0.39,0.099,1.04793808283135e-227,226.979664376779,"UP"
"Kndc1",8.26303396936714e-232,1.84160703610969,0.375,0.096,1.81712380020353e-227,226.740615483306,"UP"
"Phactr1",1.0689253498019e-231,0.685536704949378,0.664,0.315,2.35067373674936e-227,226.62880764487,"NO"
"Foxn3",2.45051250496422e-231,0.64077125357314,0.824,0.459,5.38892204966681e-227,226.268498098394,"NO"
"Csgalnact1",4.66552296135872e-231,2.40727768371091,0.293,0.044,1.0259951544324e-226,225.988854690304,"UP"
"Arhgap5",1.74619273936797e-230,1.34750223797659,0.47,0.161,3.84005245314411e-226,225.415662843352,"UP"
"Arap2",2.26159156364604e-230,1.42744024836127,0.437,0.137,4.97346600761401e-226,225.303340846005,"UP"
"Depdc7",9.5461892287417e-230,-3.76259164290119,0.031,0.21,2.09930247329259e-225,224.677924982562,"DOWN"
"Gabrb1",1.23356137558484e-229,2.18976710933271,0.404,0.122,2.71272482104862e-225,224.56659425886,"UP"
"Ttyh1",1.89999772505596e-229,2.40016211130778,0.31,0.055,4.17828499717055e-225,224.379001940498,"UP"
"Evi5l",2.03024895844889e-229,1.71233924813407,0.329,0.063,4.46472048452494e-225,224.350205725091,"UP"
"Wscd1",2.13719224157995e-229,1.94579045748589,0.299,0.046,4.69989945845847e-225,224.327911432512,"UP"
"Plekha1",4.62201053726313e-229,1.40436081971127,0.466,0.159,1.01642633724953e-224,223.992924090204,"UP"
"A330076H08Rik",8.49826836833219e-229,0.850159727849848,0.435,0.119,1.86885419687993e-224,223.72842457982,"NO"
"B3galt1",1.72628737629487e-227,1.13619822115464,0.657,0.34,3.79627856921005e-223,222.420641926742,"UP"
"Galnt16",4.74782920704741e-227,1.72959223666066,0.3,0.046,1.0440951209218e-222,221.9812599337,"UP"
"Grm7",5.48751366851252e-227,1.51773487936881,0.455,0.149,1.20675913084259e-222,221.918379406444,"UP"
"Cask",1.0807970050233e-226,1.325156816011,0.414,0.118,2.37678069374674e-222,221.624010888903,"UP"
"Gna12",2.00644681536226e-226,1.38026551192718,0.469,0.165,4.41237719166315e-222,221.355327369021,"UP"
"Thrb",8.17444916117276e-226,1.71757168394272,0.335,0.068,1.7976431150335e-221,220.745296524258,"UP"
"Pik3c2b",9.1304527805769e-226,2.3920650484037,0.28,0.039,2.00787787097667e-221,220.697262706654,"UP"
"Dppa4",2.2269703640271e-225,-12.3654306638464,0,0.131,4.89733052753199e-221,220.310040583864,"DOWN"
"Nbas",3.61971976047393e-225,1.348334482747,0.473,0.165,7.96012572525822e-221,220.099080072796,"UP"
"Pstpip2",2.25741147348681e-224,2.10014847899241,0.355,0.09,4.96427357134484e-220,219.3041442934,"UP"
"Pcdh7",3.75631513939785e-224,1.44678405335026,0.505,0.203,8.2605126230498e-220,219.082993000809,"UP"
"Nckap5",4.53684879328003e-224,1.83501977156189,0.437,0.158,9.97698418130212e-220,219.001000716363,"UP"
"Pak1",5.0805569485763e-224,1.91158580194072,0.407,0.127,1.11726527856141e-219,218.951843697666,"UP"
"Fam168a",8.30078861036613e-223,0.950283303865548,0.511,0.183,1.82542642330561e-218,217.738635667286,"NO"
"Kif13a",1.4229728859331e-222,1.16013044597754,0.584,0.26,3.12925967345548e-218,217.504558396563,"UP"
"Apod",1.74851285838664e-222,2.26549577414954,0.303,0.054,3.84515462687806e-218,217.415086191038,"UP"
"Adgra3",1.87839349108026e-222,-3.41008291865659,0.067,0.266,4.13077512623459e-218,217.383968446779,"DOWN"
"Nxf3",3.11901285534991e-222,-10.0480969038184,0,0.131,6.85902117019999e-218,217.1637378567,"DOWN"
"Oasl2",6.03981820121602e-222,-2.32625826211897,0.09,0.309,1.32821642062941e-217,216.876731154917,"DOWN"
"Slc4a4",6.6587113531815e-222,2.52889059465171,0.32,0.066,1.46431721367814e-217,216.834364832276,"UP"
"Mbnl2",2.28312423898906e-221,0.863312006412636,0.777,0.439,5.02081851396085e-217,216.299225476656,"NO"
"Srgap1",4.30357375056167e-221,1.53136656941712,0.429,0.141,9.46398903486016e-217,216.023925771561,"UP"
"Acaca",7.87748104362657e-221,1.33136688045972,0.553,0.233,1.73233685630392e-216,215.761367654692,"UP"
"Dop1b",2.74857361206578e-220,1.40177584706336,0.333,0.067,6.04438823029385e-216,215.218647648757,"UP"
"Abcc5",5.54812645113741e-220,0.625510200345507,0.581,0.223,1.22008848786963e-215,214.913608670637,"NO"
"Sort1",7.160948334949e-220,1.64227238205646,0.365,0.093,1.57476414833864e-215,214.802784481078,"UP"
"Otud7b",9.28965754165613e-220,1.29847513995047,0.487,0.183,2.0428885899856e-215,214.689755317202,"UP"
"Acsl3",1.61465846182013e-219,1.73090563058738,0.36,0.091,3.55079542338866e-215,214.449674348552,"UP"
"Megf10",1.72366912894393e-219,2.04357038212104,0.325,0.07,3.79052078146059e-215,214.421301118006,"UP"
"Dixdc1",1.01007824888155e-218,2.29660291938412,0.27,0.035,2.22126307711543e-214,213.653400002382,"UP"
"Igsf11",1.48794613656531e-218,1.6585598387927,0.374,0.102,3.27214234892077e-214,213.485167811356,"UP"
"Dip2a",3.45317179004694e-218,1.5915238216153,0.396,0.116,7.59387008349222e-214,213.119536837076,"UP"
"Pip4k2a",5.303008063955e-218,0.888039230330021,0.588,0.25,1.16618450334434e-213,212.933232733929,"NO"
"Zdhhc20",6.4796027401977e-218,1.31978299311117,0.471,0.167,1.42492943859688e-213,212.84620664105,"UP"
"Adgrg6",9.21140345100816e-218,-3.40787591987615,0.023,0.188,2.02567973291121e-213,212.693429217033,"DOWN"
"Tmem163",1.53049702749941e-217,2.03224062812995,0.28,0.041,3.36571601317396e-213,212.472922530997,"UP"
"Spire1",2.35812321252687e-217,1.15493687003065,0.463,0.157,5.18574875666785e-213,212.285188528106,"UP"
"Dgkb",4.76981956237716e-217,1.82701602788697,0.37,0.101,1.04893101996236e-212,211.979253071039,"UP"
"Ehbp1",6.24205235785325e-217,1.00766790992161,0.534,0.21,1.37268973401551e-212,211.86242761428,"UP"
"Ulk2",1.0930905002451e-216,1.07566950269192,0.474,0.162,2.40381531908901e-212,211.61909890147,"UP"
"Pik3r1",1.9153218345606e-216,0.69350366387008,0.636,0.284,4.21198424638223e-212,211.375513261827,"NO"
"Sik3",1.94067654253255e-216,0.856082054656158,0.796,0.486,4.26774178468333e-212,211.369801864993,"NO"
"Insr",7.72248512481726e-216,0.841616799085962,0.528,0.198,1.69825170379856e-211,210.769997941024,"NO"
"Ppp1r9a",1.23849433763065e-215,0.938571357871395,0.553,0.222,2.72357289788356e-211,210.564860996111,"NO"
"Cerk",1.52843011976589e-215,1.38281339637308,0.441,0.148,3.36117067637716e-211,210.473509433997,"UP"
"Pi4ka",1.91912835190514e-215,0.941750061337846,0.482,0.165,4.22035515867459e-211,210.374650999995,"NO"
"Hdac8",2.64409704479952e-214,1.26780938150426,0.589,0.276,5.81463381121862e-210,209.235477630682,"UP"
"Sema4d",3.17924553554686e-214,1.06081865517837,0.439,0.135,6.9914788572211e-210,209.15543095135,"UP"
"Hook3",6.72694627745578e-214,0.886944659157598,0.505,0.185,1.4793227558753e-209,208.829937062106,"NO"
"Iigp1",6.99826526769823e-214,-3.14549088949677,0.03,0.202,1.53898851501952e-209,208.812764621158,"DOWN"
"Ralgapa1",1.68550368555194e-213,0.824579036684521,0.555,0.22,3.70659115489727e-209,208.431025314959,"NO"
"Dop1a",1.71638009322028e-213,1.23389904830221,0.366,0.091,3.77449146300072e-209,208.423141552562,"UP"
"Mast3",1.22305391787845e-212,1.77867720956992,0.396,0.126,2.6896178708065e-208,207.570309418283,"UP"
"Rgs20",1.38574468657776e-212,2.58845866680581,0.284,0.049,3.04739114025316e-208,207.51607179942,"UP"
"Amph",1.90338094317298e-212,1.38163094378162,0.395,0.116,4.18572503213171e-208,207.378229304652,"UP"
"Nes",5.48454941699619e-211,-4.55562751688954,0.013,0.159,1.20610726229163e-206,205.918614067528,"DOWN"
"Ralgps1",7.29706468192392e-211,0.936293082312238,0.559,0.233,1.60469749420189e-206,205.794606825553,"NO"
"A230057D06Rik",8.31936351255581e-211,0.968258897817315,0.45,0.144,1.82951123004615e-206,205.73766492035,"NO"
"Irf1",8.9747502851919e-211,-3.15030083409238,0.047,0.23,1.97363733521655e-206,205.70473264791,"DOWN"
"Sparcl1",1.23394662110507e-210,2.91861056673993,0.31,0.07,2.71357201447216e-206,205.566458648353,"UP"
"Gramd3",1.31679008672265e-210,1.8544211241748,0.296,0.054,2.89575307971177e-206,205.5382384731,"UP"
"Arhgap23",2.4336866232816e-210,1.66395963799545,0.535,0.262,5.35192025325856e-206,205.271490366434,"UP"
"Il1rapl1",2.50334806139349e-210,0.837093244640652,0.657,0.327,5.50511272181043e-206,205.259233784057,"NO"
"Snap91",2.92828223990055e-210,1.51004374277515,0.303,0.055,6.4395854737653e-206,205.191142087959,"UP"
"Mapk10",3.87518630399914e-210,1.11790767420207,0.408,0.119,8.5219222011245e-206,205.069462434906,"UP"
"Ifi213",5.7866057045255e-210,-2.37970107930613,0.052,0.244,1.2725324604822e-205,204.895331130619,"DOWN"
"Pde4dip",9.23923999535837e-210,1.08870023033521,0.431,0.14,2.03180126737926e-205,204.692118773111,"UP"
"Pld1",2.06272829023795e-208,1.34418186404529,0.399,0.12,4.53614578306227e-204,203.343312996496,"UP"
"Nrbp2",2.75461580719117e-208,0.811892775458689,0.519,0.201,6.0576756215941e-204,203.217693986124,"NO"
"Hivep3",3.01926881649511e-208,0.946982368246063,0.486,0.172,6.63967405435439e-204,203.17785323989,"NO"
"Slfn9",3.3194570841202e-208,-4.5758182820669,0.011,0.154,7.29981807368874e-204,203.136687963246,"DOWN"
"Asrgl1",3.5111476536854e-208,1.82252932179333,0.334,0.08,7.72136480521956e-204,203.112305928293,"UP"
"Rgma",3.90189961377288e-208,2.29066131963536,0.271,0.041,8.58066744064793e-204,203.066478929574,"UP"
"Cdk19",5.72897603234198e-208,1.14642561156758,0.576,0.269,1.25985911927232e-203,202.899678016107,"UP"
"Phlda1",5.83322612072969e-208,-3.25860318880423,0.054,0.238,1.28278475620967e-203,202.89184620959,"DOWN"
"Gtpbp2",1.22978021156016e-207,-2.38806958253029,0.211,0.419,2.70440966324195e-203,202.567927520937,"DOWN"
"Nrcam",4.14504218941053e-207,1.60567984296364,0.428,0.155,9.1153622787327e-203,202.040226066172,"UP"
"Apol9a",4.17585581357956e-207,-12.2462031424194,0,0.121,9.1831245196428e-203,202.037009526777,"DOWN"
"Abat",4.85274204968637e-207,2.16724945221546,0.261,0.036,1.06716650414653e-202,201.971767814699,"UP"
"Crebbp",2.28547312935693e-206,0.628900347348144,0.721,0.352,5.02598395876882e-202,201.298778901861,"NO"
"Slc16a7",2.69488894714706e-206,1.53423987685848,0.32,0.068,5.92633028367109e-202,201.22721414827,"UP"
"Map4k5",2.74399585088199e-206,1.10193749432613,0.451,0.157,6.03432127567459e-202,201.219371571102,"UP"
"Grb14",4.27584576957565e-206,2.12022025955634,0.295,0.057,9.40301243187381e-202,201.026732989703,"UP"
"Tmc7",1.24909061258024e-205,2.81847967316677,0.228,0.019,2.74687516612521e-201,200.561161076981,"UP"
"Dmd",3.36928372310713e-205,1.05571453915346,0.518,0.211,7.40939183548488e-201,200.130217437545,"UP"
"Fam228b",4.87662463330684e-205,2.41752646786089,0.233,0.021,1.07241852311051e-200,199.96963569337,"UP"
"Efr3b",8.60578475592271e-205,1.49791361489918,0.363,0.097,1.89249812567496e-200,199.722964541952,"UP"
"Dpyd",2.24969214916948e-204,1.94536404520164,0.35,0.097,4.94729800523861e-200,199.305631928703,"UP"
"5031439G07Rik",2.78060701712106e-204,1.0704906176307,0.508,0.203,6.11483289135092e-200,199.213615407042,"UP"
"Lrrn1",3.23402624781607e-204,3.32565954868765,0.212,0.012,7.11194712157233e-200,199.148011481073,"UP"
"Igf2bp2",3.92747453526509e-204,-3.34202273974501,0.021,0.175,8.63690925050146e-200,199.063641643585,"DOWN"
"Mgll",4.86675545279902e-204,1.503055629255,0.333,0.077,1.07024819162503e-199,198.970515497311,"UP"
"Adam23",5.10540308444053e-204,1.70586402795565,0.29,0.052,1.12272919229932e-199,198.949724985032,"UP"
"Cpeb4",5.25711136860244e-204,1.26091772779011,0.355,0.09,1.15609136106936e-199,198.937007844081,"UP"
"Rcbtb1",5.42753498274027e-204,1.85508355031006,0.309,0.066,1.19356921805441e-199,198.923152390107,"UP"
"Gpm6a",1.09079638112194e-203,1.62818869543747,0.302,0.058,2.39877032172526e-199,198.620011333017,"UP"
"Clec16a",2.72292067680017e-203,1.40878255218152,0.334,0.078,5.98797486035126e-199,198.222720031648,"UP"
"Eml1",3.54753646522945e-203,1.70791806788708,0.32,0.071,7.80138744068608e-199,198.107828153175,"UP"
"Gm35019",4.68484792917567e-203,-7.48755154774443,0.002,0.124,1.03024490810502e-198,197.98705952326,"DOWN"
"G730013B05Rik",8.1412405812593e-203,-6.01805650479318,0.002,0.125,1.79034021622473e-198,197.747064432713,"DOWN"
"Rnf13",3.00479362719646e-202,1.33575158155416,0.351,0.09,6.60784166556773e-198,197.179940371952,"UP"
"Dennd5b",3.54988095428172e-202,1.36467112546471,0.378,0.108,7.80654320656093e-198,197.107541232275,"UP"
"Zer1",2.73092616554355e-201,1.72338445860854,0.29,0.053,6.00557973064683e-197,196.221445062921,"UP"
"Opcml",2.74343542662425e-201,1.6146007609514,0.605,0.287,6.03308884668939e-197,196.21946027897,"UP"
"Tef",3.02657641442382e-201,0.739047749079564,0.429,0.132,6.65574419295941e-197,196.176803378082,"NO"
"Olfml1",9.0929605720616e-201,3.71630452704107,0.207,0.011,1.99963295940207e-196,195.699049713504,"UP"
"Dusp15",1.08251036899093e-200,3.80543261942992,0.196,0.006,2.38054855244795e-196,195.623322956452,"UP"
"Mmd2",1.50532283643841e-200,2.32171585729488,0.261,0.04,3.31035544961172e-196,195.480125371325,"UP"
"Ptprt",3.21592066509669e-200,1.34654482517855,0.441,0.162,7.07213113461412e-196,195.150449695038,"UP"
"Myrf",1.20585380417425e-199,2.39729750919755,0.236,0.026,2.65179310075959e-195,194.57646036364,"UP"
"Tanc2",1.61390929855365e-199,1.23030408859902,0.598,0.294,3.54914793844933e-195,194.449875897662,"UP"
"Gbp5",4.25843925486656e-199,-3.45599950909498,0.02,0.171,9.36473376537705e-195,194.028504564885,"DOWN"
"Rtn4",4.52610965046096e-199,1.03930819280458,0.61,0.3,9.95336773232871e-195,194.0020299504,"UP"
"Sec14l5",5.57477570273989e-199,2.64828562303445,0.303,0.074,1.22594892478953e-194,193.91152762292,"UP"
"Kcnma1",2.37088572975895e-198,0.895118509315411,0.499,0.186,5.21381480831291e-194,193.282844398783,"NO"
"Pkp4",2.62796575114963e-198,1.17331530550458,0.568,0.277,5.77915948335316e-194,193.238135320452,"UP"
"Lbh",3.00345498203564e-198,-2.69088346207025,0.134,0.338,6.60489785099458e-194,193.180133894642,"DOWN"
"Rhou",3.07204710765003e-198,2.11674267707549,0.26,0.039,6.75573879443318e-194,193.170327150446,"UP"
"Csmd1",7.26765180111566e-198,1.30162086102144,0.587,0.275,1.59822930758334e-193,192.796360909707,"UP"
"Add3",3.04451416270678e-197,1.00311876373932,0.442,0.153,6.69519109520847e-193,192.174237022773,"UP"
"Ankrd28",4.07652583122697e-197,1.05021613630024,0.574,0.274,8.96468795545124e-193,192.047464822843,"UP"
"Mboat2",4.87275449877441e-197,1.18991198788168,0.394,0.119,1.07156744182548e-192,191.969980490333,"UP"
"Pcsk6",1.91276502340919e-196,2.26112025684537,0.222,0.019,4.20636156297916e-192,191.376093399729,"UP"
"Tspan4",1.98119583795648e-196,-3.09358445021103,0.056,0.236,4.3568477672501e-192,191.360827614496,"DOWN"
"Sox5",2.12630249698918e-196,1.35259022670164,0.411,0.14,4.6759518211289e-192,191.330129972259,"UP"
"Hsp90ab1",2.45715434837692e-196,-2.11399565851843,0.293,0.476,5.40352812751568e-192,191.267322583515,"DOWN"
"Rack1",3.02126596157757e-196,-2.8573476640894,0.102,0.301,6.64406597610523e-192,191.17756606362,"DOWN"
"Fam184a",3.05491982016637e-196,1.89875156962623,0.252,0.035,6.71807417652786e-192,191.172755205276,"UP"
"Cnp",3.73151887156774e-196,2.39757889419684,0.234,0.026,8.20598315046462e-192,191.085869379115,"UP"
"Sema3e",4.68076210492353e-196,-3.33558723563111,0.075,0.262,1.02934639449373e-191,190.987438452349,"DOWN"
"Acap2",1.16038417610597e-195,0.664075552004948,0.599,0.261,2.55180084167464e-191,190.593153223657,"NO"
"Prex2",2.54063498775273e-195,2.56815510133139,0.271,0.05,5.58711040156704e-191,190.252812746875,"UP"
"Nkain1",3.18413006266257e-195,2.56252805790096,0.254,0.039,7.00222042080126e-191,190.15476422233,"UP"
"Ago3",3.84951894397313e-195,0.990427482366186,0.459,0.167,8.4654771096913e-191,190.072348560264,"NO"
"Glrb",9.98539996735705e-195,2.71696386610097,0.213,0.015,2.19588930682149e-190,189.658389556138,"UP"
"Gprc5b",1.06752483465654e-194,3.20928926130919,0.213,0.016,2.34759386389319e-190,189.62937703431,"UP"
"Gm41335",2.38309408949299e-194,-5.39617831696371,0.007,0.136,5.24066221220403e-190,189.280613831922,"DOWN"
"Rapgef3",3.76847118921759e-194,1.94653124016305,0.266,0.044,8.2872449922084e-190,189.081589822108,"UP"
"Klhl5",7.17924260360141e-194,1.50266894517704,0.321,0.077,1.57878724095799e-189,188.801676392033,"UP"
"Oas2",9.79944704209109e-194,-2.86690391148266,0.053,0.233,2.15499639902625e-189,188.666553451204,"DOWN"
"Rftn2",1.60949669175453e-193,3.03283641718776,0.205,0.013,3.53944417483739e-189,188.451064933102,"UP"
"Snx32",2.4541340998995e-193,1.33212822938064,0.302,0.063,5.39688629908899e-189,188.267856731499,"UP"
"Csta2",5.1898511826578e-193,-8.20951137367983,0.001,0.116,1.14130017357828e-188,187.942600116683,"DOWN"
"Mink1",6.9786294865329e-193,1.08366836404246,0.394,0.121,1.53467041038345e-188,187.813984880331,"UP"
"Klf12",7.93207384601841e-193,1.15095684695099,0.475,0.191,1.74434235947791e-188,187.758368272706,"UP"
"Map2k5",1.37097364487989e-192,0.831624996053603,0.525,0.213,3.01490814245537e-188,187.520725915309,"NO"
"Ncoa1",4.16984008776555e-192,0.674489008298298,0.576,0.247,9.16989533700522e-188,187.037635621235,"NO"
"Slfn4",7.08008037460061e-192,-3.70779871258389,0.02,0.167,1.55698047517842e-187,186.80771683353,"DOWN"
"Safb",9.33264389996447e-192,-2.20250936961824,0.345,0.506,2.05234172004119e-187,186.68775032642,"DOWN"
"Flna",1.72425523214239e-191,-2.70833162733172,0.126,0.326,3.79180968100433e-187,186.421153468951,"DOWN"
"Cipc",6.8534606978523e-191,1.33239376716445,0.319,0.075,1.5071445420647e-186,185.821845094858,"UP"
"Gm19500",8.65361088851018e-191,4.38952586041739,0.188,0.006,1.90301557049227e-186,185.720557658297,"UP"
"Comt",2.18755923223323e-190,1.41905164822341,0.331,0.084,4.81066150760409e-186,185.317795200269,"UP"
"Ttc3",5.20669196373782e-190,0.760899426467863,0.602,0.278,1.14500362974558e-185,184.941193136577,"NO"
"Stmn4",9.64869498350307e-190,2.28810449451471,0.228,0.025,2.12184451382216e-185,184.673286443839,"UP"
"Cdip1",1.84018633629908e-189,1.0790178474062,0.369,0.105,4.04675377215531e-185,184.392893219786,"UP"
"Dis3l2",2.09254667109971e-189,0.848797798689991,0.523,0.215,4.60171938441538e-185,184.337079868396,"NO"
"Soga1",4.93885743946721e-189,1.45843222546608,0.335,0.09,1.08610413951323e-184,183.964128531057,"UP"
"Prkcq",5.87801825994693e-189,1.74774699297101,0.29,0.063,1.29263499554493e-184,183.888524090587,"UP"
"Atad2b",7.77781443669044e-189,0.648241098414286,0.564,0.237,1.7104191727726e-184,183.766897443927,"NO"
"Cables1",1.56671793901083e-188,2.2747754062076,0.26,0.044,3.44536941967873e-184,183.462764205302,"UP"
"Gab1",1.62105946378316e-188,1.14463047505247,0.551,0.266,3.56487186680554e-184,183.447956075501,"UP"
"Zcchc24",4.25013683330869e-188,0.921916872339259,0.348,0.091,9.34647591012913e-184,183.029352109051,"NO"
