"Gene","logFC_mouse","AveExpr","t","PValue","FDR","B","padj","negLog10P","Classification"
"Slc26a10",-2.52554076257992,2.89597253366179,-3.74806272809016,0.00480286236170954,0.0244636314226646,-2.03365146514506,0.0244636314226646,1.61147907510984,"DOWN"
"Hmgcs2",4.16776785232517,0.501566408585159,3.55685752174531,0.00643262374350197,0.0294344589012713,-2.03446833651636,0.0294344589012713,1.53114394348871,"UP"
"Fggy",1.31923129553139,5.5276411627776,3.87351055433577,0.0039754167515879,0.0218661489312596,-2.03571569245878,0.0218661489312596,1.66022769822322,"UP"
"Prdm11",1.65379785653298,4.05652409058229,3.79516140847149,0.00447261924183035,0.023497876320644,-2.03616756291122,0.023497876320644,1.62897138640495,"UP"
"Fkbpl",-1.96062020038828,1.41110772817583,-3.59326012012293,0.00608239694182885,0.0284555718693508,-2.03718492736655,0.0284555718693508,1.5458326819865,"DOWN"
"Efr3b",1.7780096725873,6.89044018268833,3.86373802266465,0.00403409887690752,0.0220086450576309,-2.03724761962017,0.0220086450576309,1.65740669357147,"UP"
"Thsd7b",1.95194052005449,5.58406592811511,3.8621194613833,0.00404390637513891,0.0220248716261367,-2.03813311837179,0.0220248716261367,1.65708661423137,"UP"
"Akap6",1.81813656906248,7.78178647673128,3.84274772609088,0.00416326944425466,0.0224349908819712,-2.0402488073054,0.0224349908819712,1.64907410263683,"UP"
"Gm43111",1.46044645368945,3.17874545910623,3.72540632449772,0.00497082185572669,0.0249563130924895,-2.0403797708295,0.0249563130924895,1.60281957451276,"UP"
"Sema4f",1.40624966393033,3.3062154283793,3.7418295304911,0.00484846421641974,0.0245991173610248,-2.04070699760871,0.0245991173610248,1.60908047550286,"UP"
"Cyp2r1",3.64360673251288,-0.961065672876932,3.56456585454962,0.00635672990462276,0.029253300726128,-2.04081504463105,0.029253300726128,1.53382512423928,"UP"
"Sat1",-1.84965057201678,7.60416757294134,-3.89934778594048,0.00382458900143932,0.0213498705740201,-2.04158325847479,0.0213498705740201,1.67060475338646,"DOWN"
"Camk2n1",1.56055419451117,5.6125161565972,3.86695757592443,0.00401466525805074,0.0219546472001173,-2.04201950945332,0.0219546472001173,1.65847353739236,"UP"
"Antxr1",1.13256829087385,5.83960481145786,3.87526818540302,0.00396495894056022,0.0218533783468086,-2.04504608162795,0.0218533783468086,1.66048141526276,"UP"
"Ern1",-2.11101757034329,6.9674517437814,-3.91348804826163,0.00374462581728176,0.021104247220184,-2.04616481225482,0.021104247220184,1.6756301343388,"DOWN"
"Lsm7",-1.69471938071275,4.84856301431086,-3.88563757227332,0.0039038527160229,0.0216498590404078,-2.04618662623814,0.0216498590404078,1.66454492693982,"DOWN"
"Arhgap5",1.3097655934335,7.1378754612779,3.86144636207838,0.00404799238971283,0.0220396774839905,-2.046348780088,0.0220396774839905,1.65679476499031,"UP"
"Pbx2",-1.20817439219552,5.54101439169547,-3.90618995010142,0.00378567256333257,0.0212327805065714,-2.046971943058,0.0212327805065714,1.6729931297346,"DOWN"
"Gm4673",1.59823299037519,3.0461801653684,3.70672408018819,0.00511398880284516,0.0254673729005253,-2.04723039400039,0.0254673729005253,1.59401585258841,"UP"
"Tbc1d22bos",3.17200035524335,0.230043870047251,3.54783320133845,0.00652268739406496,0.0295702645336142,-2.04745726290139,0.0295702645336142,1.52914479028704,"UP"
"Tert",-1.42044256100505,2.87188609573052,-3.73940693767011,0.00486631117765922,0.0246311152447098,-2.0475794944016,0.0246311152447098,1.60851592378176,"DOWN"
"Sccpdh",1.32505057554272,4.23900427688632,3.81146023812758,0.00436400792666142,0.0231045833594203,-2.04760014707106,0.0231045833594203,1.63630185862488,"UP"
"Pdp1",-1.24299985224448,4.0503097372559,-3.84178596897538,0.00416929200761301,0.0224494723105095,-2.04877427934292,0.0224494723105095,1.64879386291577,"DOWN"
"Pml",-1.31324111249843,5.66227819323939,-3.90673333357118,0.00378260001004572,0.0212327805065714,-2.04973949108414,0.0212327805065714,1.6729931297346,"DOWN"
"Gm43813",1.35074218318406,3.54291620794312,3.75134263722727,0.00477904900294113,0.0243885857287521,-2.05003253479028,0.0243885857287521,1.6128133832864,"UP"
"Sox2ot",1.64060824533152,9.51106500196522,3.78272362692071,0.00455742559109836,0.0237846734363573,-2.05013263539494,0.0237846734363573,1.62370280706778,"UP"
"Bvht",-1.92714053191177,1.33219265923059,-3.57799262942685,0.00622677571569663,0.028869596500048,-2.05317249256631,0.028869596500048,1.53955928605441,"DOWN"
"Insig1",1.18626031835002,3.42316514817568,3.74077831058533,0.00485619991701069,0.0245991173610248,-2.05348482575275,0.0245991173610248,1.60908047550286,"UP"
"Zfp74",1.12170234647646,4.5576641720918,3.82951474846944,0.00424695070988936,0.0227690810514228,-2.05412750287531,0.0227690810514228,1.64265449693645,"UP"
"Gpi1",-1.42085327819015,7.31500904510467,-3.8935100091936,0.00385812848196351,0.0214910211510442,-2.05581985489686,0.0214910211510442,1.66774294841142,"DOWN"
"Alpk1",-1.36220587884386,6.77140799755772,-3.9028937261767,0.00380436788342483,0.0212886086143314,-2.05640656765297,0.0212886086143314,1.67185272235053,"DOWN"
"Polq",-1.62222490982482,3.514079687177,-3.79506258245076,0.00447328645766542,0.023497876320644,-2.05699016756932,0.023497876320644,1.62897138640495,"DOWN"
"Foxf1",-4.42553151861481,-0.209559228193126,-3.60605129987744,0.00596415046048501,0.0281706473684573,-2.05793143852917,0.0281706473684573,1.55020317270474,"DOWN"
"Trpc3",1.55513392027629,3.39289391019414,3.72767524260754,0.00495372519217525,0.0249012267633773,-2.05907900703053,0.0249012267633773,1.60377925678212,"UP"
"Spata3",3.81306413543558,-0.917774541629935,3.54854886538411,0.00651549679854487,0.0295702645336142,-2.06017031167283,0.0295702645336142,1.52914479028704,"UP"
"Gm36908",3.80069229296118,-0.921956339582531,3.54781678137738,0.0065228524706502,0.0295702645336142,-2.06117288604877,0.0295702645336142,1.52914479028704,"UP"
"Gm42495",3.78612782706513,-0.850758079423093,3.54656440479272,0.00653545608307644,0.0296190692448987,-2.0615770905254,0.0296190692448987,1.52842859295038,"UP"
"Nol12",-1.20839975322941,3.55340150279745,-3.7919726970552,0.00449420081553563,0.0235539968595682,-2.06546210047515,0.0235539968595682,1.62793538718593,"DOWN"
"Cipc",1.41949758242134,6.04812036418071,3.85709229637333,0.00407452950793477,0.0221467512815773,-2.06614506822728,0.0221467512815773,1.65468997165139,"UP"
"Tuft1",-1.31108447177365,2.91576044646232,-3.73021561165659,0.0049346568322251,0.0248288883884295,-2.06645449706906,0.0248288883884295,1.60504272376311,"DOWN"
"Lmnb1",-1.49665069181046,5.07832205776944,-3.88080103433873,0.00393222889137436,0.0217697701179626,-2.06727510277852,0.0217697701179626,1.66214615695006,"DOWN"
"Eif2ak2",-1.39318053755736,6.52074495697905,-3.89855038496382,0.00382915196224851,0.0213679407976444,-2.06796807183248,0.0213679407976444,1.67023732824819,"DOWN"
"AA986860",2.9859997608339,0.772994761138773,3.52937931436804,0.00671101331385853,0.0301155111545104,-2.06815872757257,0.0301155111545104,1.52120976109379,"UP"
"Map4k5",1.27908295197096,6.97593471157001,3.85035563755444,0.00411595217093466,0.0222817215944854,-2.06866524506044,0.0222817215944854,1.65205125649204,"UP"
"Prnp",1.72687314855285,5.19654848600813,3.83594463289415,0.00420606963358032,0.0226100794578987,-2.07127246501791,0.0226100794578987,1.64569791142437,"UP"
"1700110C19Rik",3.96902581232552,0.244886496959504,3.52968238584412,0.00670787465028037,0.0301155111545104,-2.07201629818322,0.0301155111545104,1.52120976109379,"UP"
"Pappa",2.98565330756008,1.67871359338394,3.54157383214513,0.00658593495241047,0.0297474573130737,-2.07284889729887,0.0297474573130737,1.52655015000583,"UP"
"Slc6a15",-1.67708320579529,4.53280313392022,-3.85368986725288,0.00409539498573337,0.0222029027420451,-2.07314635604121,0.0222029027420451,1.65359024345736,"DOWN"
"Synpo",-1.11822101283666,5.07971200556069,-3.87581536135902,0.00396170923286885,0.0218533783468086,-2.07315458286136,0.0218533783468086,1.66048141526276,"DOWN"
"Gm26782",1.46054402297425,3.70877094891455,3.74377717521448,0.00483416633367565,0.0245377715381155,-2.07351406169331,0.0245377715381155,1.61016488140711,"UP"
"Ramp3",-2.09259129959155,1.55896081234172,-3.58631713165611,0.0061476121093699,0.0286343690042212,-2.07362608699943,0.0286343690042212,1.54311238269223,"DOWN"
"Clec2l",3.22429308555491,0.195693574854251,3.52797229419691,0.00672560490659794,0.0301337475791608,-2.07391709943248,0.0301337475791608,1.52094685399738,"UP"
"Gm26871",1.60289772427761,5.9777993820561,3.84860739963879,0.00412677462305631,0.0223253104481959,-2.07412236976147,0.0223253104481959,1.65120249324564,"UP"
"Ube2v1",-1.02744433642495,5.12676684393277,-3.87629590552496,0.00395885758537588,0.0218496400157252,-2.07415334178547,0.0218496400157252,1.6605557138639,"DOWN"
"Asxl3",1.14436373430358,5.18481548782215,3.8452515029738,0.00414763390207587,0.0223780609192684,-2.0742530321325,0.0223780609192684,1.65017754821636,"UP"
"S100a3",1.93092213374451,2.24403999062916,3.60042102403404,0.0060158976791867,0.0282344073007119,-2.07428305221835,0.0282344073007119,1.54922132458132,"UP"
"Tmem117",1.68141414532904,6.4281071109445,3.84555411478566,0.00414574837779744,0.0223753787195524,-2.07442750789428,0.0223753787195524,1.65022960519999,"UP"
"Chil1",3.31408459527048,0.0358572138547854,3.52836985885378,0.00672147855940858,0.030131668557282,-2.07517981284248,0.030131668557282,1.52097681837125,"UP"
"Abt1",-1.48123653387405,2.46885294051796,-3.68144301001416,0.00531469733734792,0.0260973986254415,-2.07585268020233,0.0260973986254415,1.583402780743,"DOWN"
"1110015O18Rik",3.73516164385419,-0.943825818820203,3.53582234687173,0.00664461932669057,0.0299202808239579,-2.07673507010839,0.0299202808239579,1.52403433461363,"UP"
"Minar1",3.13218560138263,-0.204668619448218,3.5279648752474,0.00672568193362133,0.0301337475791608,-2.07801764936608,0.0301337475791608,1.52094685399738,"UP"
"Sall2",1.34003765813849,3.57983019068181,3.73726619417801,0.00488213960052422,0.0246802264121858,-2.07820656689009,0.0246802264121858,1.60765086047705,"UP"
"Med30",-1.29205173554056,3.27048836122959,-3.75519513850485,0.00475123780122408,0.0243005231369493,-2.0800977798979,0.0243005231369493,1.61438437689367,"DOWN"
"Cytip",-2.24355489100032,3.19813666134558,-3.74901375486789,0.00479594466239335,0.0244438469889726,-2.08061859210181,0.0244438469889726,1.61183044349471,"DOWN"
"Gap43",1.36999828555252,3.99974786137738,3.77155326391197,0.00463504147586798,0.023999799011763,-2.08082332508347,0.023999799011763,1.61979239530705,"UP"
"Rbpjl",2.7747553615085,1.09881677894083,3.52134339114852,0.00679480043649803,0.0302583597221891,-2.08231102295891,0.0302583597221891,1.5191546183786,"UP"
"Arhgap4",-1.2353698345748,4.9076383206599,-3.86217206651407,0.00404358722274177,0.0220248716261367,-2.08546982471842,0.0220248716261367,1.65708661423137,"DOWN"
"Plcl1",2.94653938908981,9.45453403558482,3.73891571702599,0.00486993840625398,0.0246340010531039,-2.08674557632069,0.0246340010531039,1.60846504434588,"UP"
"Paqr3",1.40382851686412,2.87742349868066,3.65859225485157,0.00550327294472905,0.0266418584491599,-2.08745953756704,0.0266418584491599,1.57443548347833,"UP"
"Galnt18",1.90379325730155,6.11289653514932,3.83342495891471,0.0042220397558598,0.0226656871104052,-2.08789502077188,0.0226656871104052,1.64463111076659,"UP"
"Setmar",2.69061928944186,1.10293921361497,3.51714704117525,0.00683899029248502,0.0304157478263042,-2.08807266632974,0.0304157478263042,1.51690150115257,"UP"
"Gm47359",3.64997253871729,-0.913452908299282,3.52575787828075,0.00674863723651261,0.0301814409710191,-2.08892171882079,0.0301814409710191,1.52026002927803,"UP"
"Pmpca",-1.45324410361622,5.49645181077282,-3.87899959140928,0.00394285389970461,0.0217911637337584,-2.08913425685361,0.0217911637337584,1.6617195761028,"DOWN"
"Rpl4",-1.36897629594497,5.04765359109028,-3.86420954944606,0.00403124645832015,0.0220024760846362,-2.09088588311922,0.0220024760846362,1.65752844238762,"DOWN"
"Gm28322",4.63816417269937,0.458424786978913,3.51466067923862,0.00686531543759729,0.0304881299510383,-2.09168974082111,0.0304881299510383,1.51586921311746,"UP"
"Gnal",1.51168268870808,4.77841032227436,3.81311570890965,0.00435313361486163,0.0230773359661546,-2.09224918442989,0.0230773359661546,1.63681432731771,"UP"
"Clk3",-1.31275014081224,6.3215706329193,-3.88327871649289,0.00391766498401823,0.0217115161218837,-2.09241667780273,0.0217115161218837,1.66330984856871,"DOWN"
"Gm9925",3.95667308210657,-0.868298313325473,3.52225443623705,0.00678524634284319,0.030249247596476,-2.09266082791154,0.030249247596476,1.51928542328465,"UP"
"Garem1",1.16050544764278,6.17308038857138,3.84267030893444,0.00416375389227946,0.0224349908819712,-2.09412493817345,0.0224349908819712,1.64907410263683,"UP"
"Gm37494",1.13664587098094,6.16968629722733,3.84338365169283,0.0041592923167255,0.0224259467970385,-2.09444512948842,0.0224259467970385,1.64924921249572,"UP"
"Tmem140",-1.20568688274241,4.29517030764165,-3.8270665953802,0.00426262651917079,0.0228000295330091,-2.09451544280346,0.0228000295330091,1.64206459045505,"DOWN"
"Ddit4",-1.23922855817549,3.96632466561003,-3.80587124529557,0.00440093346247197,0.0232161845110305,-2.09521433990783,0.0232161845110305,1.63420915332967,"DOWN"
"Tecpr2",1.18511876869289,6.02368101821525,3.84157401601222,0.00417062050742526,0.0224494723105095,-2.0954070198184,0.0224494723105095,1.64879386291577,"UP"
"Gm38163",4.17702799580544,-0.687270150593761,3.5179140077458,0.00683089121559186,0.0303938826147097,-2.09609547385442,0.0303938826147097,1.5172138181682,"UP"
"Pxmp2",1.64730365224219,2.51777380698952,3.60291979111728,0.00599287366050761,0.0282318479721545,-2.09692243031332,0.0282318479721545,1.54926069330749,"UP"
"Fbxl6",-1.08990917427416,4.37099746088231,-3.82906757764958,0.00424980943026664,0.0227692582374259,-2.09735898905461,0.0227692582374259,1.64265111732689,"DOWN"
"Fkbp4",-1.27009879803516,4.72065963903083,-3.84648662719993,0.00413994375914144,0.0223740220061447,-2.0974008696972,0.0223740220061447,1.6502559391011,"DOWN"
"Rcl1",-1.40775590506184,5.36991852034556,-3.86792360206957,0.00400885359066067,0.0219402259558551,-2.10094061704234,0.0219402259558551,1.65875890406871,"DOWN"
"Gm32250",3.61413741972224,-0.931779003392396,3.51618371486783,0.00684917720513624,0.0304416270926574,-2.1013749110314,0.0304416270926574,1.51653213841666,"UP"
"Tmem246",1.40617173990644,2.85914018654357,3.65128250410204,0.00556507695293896,0.0268579411386328,-2.10186631787586,0.0268579411386328,1.57092728230028,"UP"
"4930402H24Rik",1.48368475666514,8.68632601094207,3.7787048514036,0.00458518993285375,0.0238832970128866,-2.1055204823208,0.0238832970128866,1.62190572043773,"UP"
"Gm17231",2.646209794485,1.39547458644818,3.50797599448233,0.0069366209782958,0.030661158443833,-2.10651741563693,0.030661158443833,1.51341144060167,"UP"
"Apcdd1",3.09722427975846,2.39090697837893,3.54837703556355,0.00651722248833176,0.0295702645336142,-2.10669801593468,0.0295702645336142,1.52914479028704,"UP"
"Tomm22",-1.09864557216278,3.7778691006786,-3.78334949838719,0.00455311769935704,0.0237742221213491,-2.10690052341242,0.0237742221213491,1.62389368401967,"DOWN"
"Gm49179",3.5824772529997,0.81802625391159,3.49994160120312,0.00702335477630018,0.0309079819717522,-2.10784287324774,0.0309079819717522,1.50992934974559,"UP"
"Samd12",1.82020550273435,6.58574113940212,3.82007241218567,0.00430774981035869,0.0229376783691896,-2.10861843514171,0.0229376783691896,1.63945054120695,"UP"
"2310033P09Rik",-1.30461259494667,4.09039730348468,-3.80562770474621,0.00440254999921741,0.0232171124958729,-2.10916742294212,0.0232171124958729,1.63419179429112,"DOWN"
"Tmub1",-1.63712544209094,2.76650285615927,-3.68675398978258,0.00527185321193073,0.0259740710374429,-2.10924810888685,0.0259740710374429,1.58545997603361,"DOWN"
"Arfrp1",-1.13811119093768,5.54091482821169,-3.86496214090793,0.00402669821896214,0.0219906026759722,-2.10979353219134,0.0219906026759722,1.65776286817161,"DOWN"
"Hnrnpul2",-1.15115299596469,6.34757434993353,-3.87003638213503,0.00399617406503082,0.0219249793951268,-2.11006187056966,0.0219249793951268,1.65906080610728,"DOWN"
"Plekhg2",-1.06169992754525,4.54942664028164,-3.82839395267163,0.00425411970070149,0.0227772070088057,-2.11226777819928,0.0227772070088057,1.64249953113619,"DOWN"
"Blnk",1.78687804737266,5.53027407155052,3.8157690157221,0.00433576463201064,0.0230231244841791,-2.11260451151642,0.0230231244841791,1.63783573830147,"UP"
"Zmynd19",-1.47048448675976,3.16819709250965,-3.72485900734984,0.00497495530831506,0.0249615129977601,-2.11280886681596,0.0249615129977601,1.6027290942034,"DOWN"
"Sspn",2.88902930371254,1.86372228579225,3.51856926560769,0.00682397975400602,0.0303715155248719,-2.11306678284696,0.0303715155248719,1.51753353644304,"UP"
"Snrpb2",-1.06369089978178,4.26250338030844,-3.81285938913542,0.00435481542603499,0.0230786601137718,-2.11325102797364,0.0230786601137718,1.6367894087783,"DOWN"
"Asb18",3.60467341137326,-0.979526808877604,3.50686539401723,0.00694854293424756,0.0306970169759686,-2.11403666910882,0.0306970169759686,1.51290382562446,"UP"
"Dnajc14",-1.40421579298048,4.81161147556196,-3.83978903614498,0.00418182639879295,0.0224947644335605,-2.11442558482275,0.0224947644335605,1.64791855043086,"DOWN"
"Hmgb3",-1.72776783083838,2.94467750820303,-3.70293625509202,0.00514354350839935,0.0255374121338055,-2.11492516598224,0.0255374121338055,1.5928231146275,"DOWN"
"Hpcal4",2.39349983275685,2.59893341289777,3.58533221225777,0.0061569228810694,0.0286694507805011,-2.12000653043809,0.0286694507805011,1.5425806267355,"UP"
"Slc25a3",-1.3882213603639,7.29050392816525,-3.85098229399335,0.00411208018919221,0.0222757258248813,-2.12162601373588,0.0222757258248813,1.65216813615281,"DOWN"
"Nup88",-1.51676869917798,5.96591018313876,-3.86513305882736,0.00402566604577685,0.0219906026759722,-2.12165875330919,0.0219906026759722,1.65776286817161,"DOWN"
"Mthfd1l",-2.48192789677081,7.52884827227727,-3.85528971748403,0.00408556978896581,0.0221811825924602,-2.12244512263942,0.0221811825924602,1.65401530310623,"DOWN"
"Gm26581",-6.63755068575242,-1.25435249524237,-3.60209683976204,0.00600044618994757,0.0282344073007119,-2.12297705746987,0.0282344073007119,1.54922132458132,"DOWN"
"S1pr5",3.03445060388655,1.60931170853528,3.50048972435304,0.00701740156022414,0.0309079819717522,-2.12320427488842,0.0309079819717522,1.50992934974559,"UP"
"Prkrip1",-1.15728412810407,4.99277646325801,-3.84027059547558,0.00417880008644674,0.0224859907155846,-2.1236118218889,0.0224859907155846,1.64808797299118,"DOWN"
"Sdad1",-1.65517035461448,5.45855033087141,-3.85607244655568,0.00408077190542126,0.0221724543218479,-2.12369529001306,0.0221724543218479,1.6541862311327,"DOWN"
"Vax2os",-6.67122742875252,-1.25500345774787,-3.60099979539701,0.00601055651261171,0.0282344073007119,-2.12421552143423,0.0282344073007119,1.54922132458132,"DOWN"
"Nlrp4f",-6.59246292407011,-1.2966447607665,-3.60313834643656,0.00599086427826074,0.0282306341252778,-2.12459105940352,0.0282306341252778,1.54927936648589,"DOWN"
"Bicd1",1.22581248211495,6.72031414575127,3.81845859951872,0.00431823308314405,0.0229754520858203,-2.1249538434025,0.0229754520858203,1.6387359342859,"UP"
"Grn",-1.45550536200744,6.80165564281692,-3.8590253087863,0.00406272550274121,0.0220900419035686,-2.12501769063609,0.0220900419035686,1.65580346029555,"DOWN"
"Spocd1",3.57691312205205,-0.951348468072025,3.49778599479214,0.00704681851723119,0.030969873799754,-2.12505111821108,0.030969873799754,1.50906056436172,"UP"
"Gm31265",-6.49852108323168,-1.33013610993681,-3.60466408256023,0.00597685652597255,0.0281893531672735,-2.12516334985244,0.0281893531672735,1.54991488933261,"DOWN"
"Ptpdc1",1.46371793707972,5.3333100312352,3.81091031426365,0.00436762658223373,0.0231161477830144,-2.1254481702107,0.0231161477830144,1.63608453772432,"UP"
"Pdgfrl",2.24365274486341,2.51948899225896,3.58324486858108,0.00617670435176355,0.0287200713597869,-2.12573899742179,0.0287200713597869,1.54181448535163,"UP"
"Armc1",1.34937011681623,4.11184062757601,3.7358577031051,0.00489258351217177,0.0247097699411345,-2.12851502950819,0.0247097699411345,1.60713129805243,"UP"
"Immp1l",1.37237314923802,4.97213723546815,3.79764988238169,0.00445585319924586,0.0234448963070653,-2.12890694232037,0.0234448963070653,1.62995168373421,"UP"
"Frmd7",3.39500896238055,0.0719027992577206,3.4867363712946,0.00716839279474625,0.0313587997503069,-2.12917406359159,0.0313587997503069,1.50364056817491,"UP"
"Paics",-1.80707195461744,4.74256867991414,-3.82669663195303,0.00426500076589329,0.0228051600342191,-2.12996591819034,0.0228051600342191,1.6419668757697,"DOWN"
"Neurl4",-1.78998712942461,6.35580167305233,-3.86223211512919,0.00404322294378916,0.0220248716261367,-2.13022719741283,0.0220248716261367,1.65708661423137,"DOWN"
"Rnf19b",-1.15782772936026,5.45220029848014,-3.84902665960116,0.00412417645063705,0.02231874670197,-2.13179918195502,0.02231874670197,1.65133019663862,"DOWN"
"Gtf3c6",-1.39313719883531,3.82164073674018,-3.77153680760721,0.00463515684697681,0.023999799011763,-2.13213337959528,0.023999799011763,1.61979239530705,"DOWN"
"Nkain3",1.75693180558715,5.9233051153286,3.80694247898957,0.00439383044930963,0.02319389830366,-2.13332172036888,0.02319389830366,1.63462625138425,"UP"
"Bola2",-1.46041378780407,3.49592159111398,-3.74421211622006,0.00483097947636853,0.0245347407146316,-2.13343061049874,0.0245347407146316,1.61021852732235,"DOWN"
"B230323A14Rik",2.87933294018529,2.4234002077172,3.54817960094709,0.0065192059211011,0.0295702645336142,-2.1336538720787,0.0295702645336142,1.52914479028704,"UP"
"Pnlip",3.63150534876068,-0.977526963691599,3.49096144953897,0.00712164802056229,0.0312070768454643,-2.13416726711755,0.0312070768454643,1.50574690962175,"UP"
"Colec12",1.88289844616516,5.91483196448488,3.8029269728587,0.00442051872362876,0.0232966251635059,-2.13458520815087,0.0232966251635059,1.63270698794493,"UP"
"Gm17067",-6.73539323385347,-1.24602097337275,-3.5898671235616,0.00611417569471964,0.0285528993034198,-2.13580278008975,0.0285528993034198,1.54434978627816,"DOWN"
"Xlr3a",-5.67633149658572,2.41020031303942,-3.511529310412,0.00689862138163943,0.0305434566446432,-2.13594232479977,0.0305434566446432,1.51508181479942,"DOWN"
"Mb",-6.39939920156619,-1.35208882318192,-3.59584543787918,0.00605829969148601,0.0283824296011595,-2.13621096160738,0.0283824296011595,1.54695043068216,"DOWN"
"Zfp12",-1.17242789260312,4.17639466699757,-3.79278960736402,0.00448866138606852,0.0235326177286533,-2.13657672138116,0.0235326177286533,1.6283297599521,"DOWN"
"Fbxl2",1.48762000340032,4.48565839582422,3.76803766836116,0.00465975760654945,0.0240743673273142,-2.1367357779026,0.0240743673273142,1.618445117282,"UP"
"Gm38393",1.96851411880596,2.00272321660199,3.52732313364922,0.00673234830752991,0.0301468533826485,-2.13708065987787,0.0301468533826485,1.52075801121431,"UP"
"Uqcrq",-1.25972466839464,4.46482394457141,-3.80872328462511,0.00438204934480489,0.0231691394915591,-2.13724944169133,0.0231691394915591,1.63509009573127,"DOWN"
"Gm10825",-6.6577624820355,-1.28847976814015,-3.59084177521434,0.00610502926133766,0.0285184497320921,-2.13745298563013,0.0285184497320921,1.5448740865024,"DOWN"
"Platr20",-6.84149363598476,-1.18274299110357,-3.58466019358012,0.00616328421907961,0.0286824973937877,-2.13752360872149,0.0286824973937877,1.54238303720503,"DOWN"
"Smim13",1.53058091955153,3.5692083332752,3.68962642339791,0.00524883314589957,0.0259150642359532,-2.13757528345919,0.0259150642359532,1.58644771033263,"UP"
"Zcchc3",2.01171581754725,2.11555225087828,3.54496048891443,0.00655163492102349,0.0296673639750533,-2.13790143890288,0.0296673639750533,1.52772104019973,"UP"
"Gm5141",1.53541712973835,2.82437985024854,3.60907156940924,0.00593658496447546,0.0281028100492943,-2.13822517519611,0.0281028100492943,1.55125025205627,"UP"
"Tsga10ip",-6.48765225627885,-1.36563116494725,-3.59322334426616,0.00608274044985812,0.0284555718693508,-2.1399680826259,0.0284555718693508,1.5458326819865,"DOWN"
"Rarg",-1.26051923922384,4.95541829321483,-3.82864523499277,0.00425251129907407,0.0227761622119899,-2.13997193748016,0.0227761622119899,1.64251945280169,"DOWN"
"Rabep2",1.14938236233902,3.97943743497289,3.7323687080298,0.00491855614424106,0.0248020809826624,-2.1400345663398,0.0248020809826624,1.60551187879589,"UP"
"Gm48550",-6.46081161687048,-1.30582371396063,-3.58763993462207,0.00613513053392352,0.0286098489672925,-2.14207138023328,0.0286098489672925,1.54348443484921,"DOWN"
"Six3",4.11047208847145,-0.71312888916565,3.48102125991247,0.00723213594802849,0.0315434649359749,-2.14344360493147,0.0315434649359749,1.50109060270266,"UP"
"Gm47134",3.78997220247459,-0.932204498781102,3.48301051751839,0.00720988163260799,0.0314697953049717,-2.14351364939451,0.0314697953049717,1.50210608194253,"UP"
"Zfp879",3.77758614637823,-0.936386296733698,3.48292097693262,0.00721088179852766,0.0314697953049717,-2.14369501680511,0.0314697953049717,1.50210608194253,"UP"
"Rps3",-1.37940028844342,4.95166413535648,-3.82612241081562,0.00426868861578966,0.0228173087005194,-2.14447226652066,0.0228173087005194,1.64173558189159,"DOWN"
"Entr1",-1.24536578683272,6.60039973523331,-3.84576710533921,0.00414442181367204,0.0223753787195524,-2.14624017923767,0.0223753787195524,1.65022960519999,"DOWN"
"Hes5",2.37783738279116,3.30428281596184,3.65185416949721,0.00556021722439101,0.0268529999365554,-2.1462536014008,0.0268529999365554,1.57100718917806,"UP"
"Col4a6",1.34881678113346,4.18962550542881,3.74120480914245,0.00485305983392409,0.0245991173610248,-2.14732879007526,0.0245991173610248,1.60908047550286,"UP"
"Gm14164",-4.5453755107466,-0.178419712792568,-3.52149933908928,0.00679316401416676,0.0302583597221891,-2.14843332022184,0.0302583597221891,1.5191546183786,"DOWN"
"Gm38246",-6.9114595130379,-1.15843059512739,-3.57299782865149,0.00627478936086451,0.0290087508145991,-2.14887234433016,0.0290087508145991,1.53747097254195,"DOWN"
"Il1rap",1.53560059740057,7.20864931275515,3.78963429526373,0.00451009745391483,0.0236168689924873,-2.14894112969502,0.0236168689924873,1.62677767951751,"UP"
"Rpl9-ps6",-4.27096844933827,0.508659747278597,-3.4832329192993,0.00720739804078154,0.0314697953049717,-2.15014939195304,0.0314697953049717,1.50210608194253,"DOWN"
"Bloc1s2",-1.13320209414849,4.95530150200098,-3.82123910336704,0.00430018781806237,0.0229276805037651,-2.15073474513777,0.0229276805037651,1.63963987877936,"DOWN"
"4930452B06Rik",3.05187785930701,0.191654975667168,3.46802545517914,0.00737930876849339,0.0319862668405163,-2.1521239421476,0.0319862668405163,1.4950364440413,"UP"
"Gm46212",-6.45833424376598,-1.2958928671601,-3.577158034954,0.00623477145170816,0.0288983539590822,-2.15286828268137,0.0288983539590822,1.53912689381254,"DOWN"
"Gm14408",-6.97101011671524,-1.11560563405682,-3.56643057913094,0.00633851232883641,0.0292028200947763,-2.15352859299972,0.0292028200947763,1.53457520702894,"DOWN"
"Dnajc22",-6.95170046079909,-1.10263540518682,-3.5654736281044,0.00634785446514387,0.029229149302931,-2.15380829243328,0.029229149302931,1.53418382434216,"DOWN"
"Naa10",-1.36772298051572,3.62679374287706,-3.74084023426333,0.00485574387246746,0.0245991173610248,-2.15395840985726,0.0245991173610248,1.60908047550286,"DOWN"
"Gm15097",-6.89767463998297,-1.11220866743987,-3.5657879063323,0.00634478475917423,0.0292233641551449,-2.15403444555142,0.0292233641551449,1.53426979011574,"DOWN"
